fid,date,month,accident_year,day_of_week,time,light_conditions,weather_conditions,accident_severity
635,22,3,2023,4,19,4,1,3
636,23,3,2023,5,11.66666667,1,1,3
637,23,3,2023,5,13.9,1,1,3
638,13,3,2023,2,23.83333333,4,8,2
639,23,3,2023,5,19.75,4,2,2
640,23,3,2023,5,21,4,2,3
641,22,3,2023,4,17.85,4,2,3
642,24,3,2023,6,18.83333333,4,1,3
643,10,3,2023,6,19.88333333,4,1,3
644,25,3,2023,7,0.666666667,4,2,3
645,25,3,2023,7,17.16666667,1,1,3
646,25,3,2023,7,11.16666667,1,1,2
647,25,3,2023,7,17.26666667,1,1,3
648,19,3,2023,1,9,1,1,3
649,27,3,2023,2,3.683333333,4,1,3
650,14,3,2023,3,21.83333333,4,8,3
651,22,3,2023,4,10.23333333,1,8,3
652,27,3,2023,2,18.31666667,1,1,2
653,27,3,2023,2,15.88333333,1,1,3
654,28,3,2023,3,7.583333333,1,2,2
655,28,3,2023,3,9.7,1,2,3
656,28,3,2023,3,8.5,1,2,3
657,28,3,2023,3,14.8,1,2,3
658,28,3,2023,3,18.68333333,1,1,3
659,29,3,2023,4,11,1,1,3
660,27,3,2023,2,9.783333333,1,1,3
661,29,3,2023,4,14.83333333,1,1,2
662,30,3,2023,5,5.75,4,4,3
663,30,3,2023,5,15.15,1,1,3
664,30,3,2023,5,16.15,1,1,2
665,31,3,2023,6,16.08333333,1,5,3
666,31,3,2023,6,15.33333333,1,2,3
667,2,4,2023,1,0.833333333,4,1,3
668,29,3,2023,4,17.5,1,9,3
669,2,4,2023,1,15.18333333,1,1,3
670,2,4,2023,1,17.25,1,1,3
671,2,4,2023,1,11,1,1,3
672,3,4,2023,2,14.9,1,1,3
673,4,4,2023,3,1.5,4,1,3
674,2,1,2023,2,13.13333333,1,1,3
675,3,4,2023,2,5.25,4,1,3
676,28,2,2023,3,23.21666667,7,4,3
677,5,4,2023,4,0.283333333,4,1,3
678,18,3,2023,7,2.5,4,9,3
679,5,4,2023,4,9.166666667,1,1,3
680,5,4,2023,4,7.966666667,1,1,3
681,5,4,2023,4,7.5,1,1,3
682,5,4,2023,4,17.91666667,1,1,3
683,5,4,2023,4,18.5,1,8,2
684,6,4,2023,5,8.366666667,1,9,3
685,5,4,2023,4,13.48333333,1,9,3
686,6,4,2023,5,13,1,1,3
687,31,3,2023,6,21.83333333,1,1,3
688,22,3,2023,4,0,4,9,2
689,6,4,2023,5,18.61666667,1,1,2
690,6,4,2023,5,23.78333333,4,1,2
691,7,4,2023,6,14.16666667,1,8,3
692,7,4,2023,6,19.13333333,1,1,2
693,8,4,2023,7,11.58333333,1,1,3
694,8,4,2023,7,14.15,1,1,3
695,8,4,2023,7,17.21666667,1,1,3
696,8,4,2023,7,17.36666667,1,1,3
697,9,4,2023,1,13.95,1,1,3
698,9,4,2023,1,23,4,1,3
699,9,4,2023,1,22.76666667,4,1,3
700,10,4,2023,2,10.5,1,2,3
701,9,4,2023,1,12.76666667,1,9,3
702,10,4,2023,2,14.91666667,1,1,3
703,10,4,2023,2,21.68333333,4,1,3
704,11,4,2023,3,0,1,1,3
705,9,4,2023,1,16.08333333,1,1,3
706,11,4,2023,3,10.25,1,1,3
707,8,4,2023,7,21,4,1,3
708,6,4,2023,5,1,7,9,3
709,12,4,2023,4,14.5,1,2,3
710,12,4,2023,4,22.33333333,4,1,3
711,30,3,2023,5,3.5,1,1,3
712,13,4,2023,5,16.18333333,1,4,3
713,13,4,2023,5,18.03333333,1,9,3
714,14,4,2023,6,3.083333333,7,1,3
715,9,4,2023,1,18,1,1,3
716,12,4,2023,4,7.5,1,1,2
717,14,4,2023,6,7.75,1,1,3
718,16,3,2023,5,8.866666667,1,8,3
719,14,4,2023,6,21.85,7,2,2
720,15,4,2023,7,15.25,1,1,2
721,15,4,2023,7,19,1,1,3
722,13,4,2023,5,16,1,9,3
723,16,4,2023,1,12.08333333,1,1,3
724,16,4,2023,1,22.16666667,4,1,3
725,16,4,2023,1,20.81666667,4,1,3
726,13,3,2023,2,18.16666667,4,1,3
727,18,4,2023,3,22.73333333,4,1,2
728,19,4,2023,4,2.833333333,4,2,2
729,19,4,2023,4,18.5,1,1,3
730,17,4,2023,2,22.23333333,5,1,3
731,18,4,2023,3,17,1,9,3
732,20,4,2023,5,15.83333333,1,1,2
733,20,4,2023,5,16.03333333,1,1,3
734,21,4,2023,6,3.5,4,1,3
735,21,4,2023,6,14.98333333,1,1,3
736,21,4,2023,6,16.5,1,1,3
737,21,4,2023,6,16.25,1,1,3
738,22,4,2023,7,0.6,4,1,2
739,21,4,2023,6,8.666666667,1,1,3
740,22,4,2023,7,18.41666667,1,1,3
741,22,4,2023,7,14.45,1,1,3
742,23,4,2023,1,13.43333333,1,2,3
743,22,4,2023,7,15.5,1,1,3
744,23,4,2023,1,16.75,1,1,3
745,23,4,2023,1,22.86666667,4,1,3
746,25,3,2023,7,10.33333333,1,1,3
747,24,4,2023,2,9.083333333,1,1,3
748,24,4,2023,2,9,1,1,2
749,24,4,2023,2,12.83333333,1,1,3
750,24,4,2023,2,15.5,1,1,3
751,24,4,2023,2,19.1,1,2,3
752,24,4,2023,2,21.36666667,4,2,3
753,18,4,2023,3,1.5,7,9,3
754,25,4,2023,3,14,1,1,3
755,24,4,2023,2,14.83333333,1,1,3
756,25,4,2023,3,18.25,1,4,3
757,25,4,2023,3,11.08333333,1,1,3
758,25,4,2023,3,19.01666667,1,9,3
759,26,4,2023,4,9,1,1,2
760,19,4,2023,4,21.16666667,4,9,3
761,27,4,2023,5,8.616666667,1,1,3
762,27,4,2023,5,10.88333333,1,1,3
763,26,4,2023,4,21.7,4,1,3
764,27,4,2023,5,16.25,1,2,3
765,27,4,2023,5,18.03333333,1,2,3
766,27,4,2023,5,13.58333333,1,1,2
767,27,4,2023,5,20.18333333,4,2,3
768,27,4,2023,5,17.66666667,1,2,2
769,23,4,2023,1,18.11666667,1,1,3
770,28,4,2023,6,8.766666667,1,1,2
771,28,4,2023,6,10.91666667,1,1,3
772,28,4,2023,6,17.58333333,1,1,3
773,29,4,2023,7,12.73333333,1,1,3
774,28,4,2023,6,20.21666667,4,1,3
775,29,4,2023,7,16.53333333,1,8,3
776,29,4,2023,7,19.76666667,4,1,3
777,30,4,2023,1,12.58333333,1,1,3
778,30,4,2023,1,11,1,1,3
779,30,4,2023,1,19.75,1,1,3
780,30,4,2023,1,22.7,4,1,3
781,1,5,2023,2,0.283333333,4,1,2
782,1,4,2023,7,5.916666667,1,1,2
783,30,4,2023,1,17.88333333,1,1,3
784,1,5,2023,2,10,1,8,2
785,2,5,2023,3,13.23333333,1,1,3
786,27,4,2023,5,18.18333333,1,9,3
787,1,5,2023,2,16.5,1,1,3
788,2,5,2023,3,16.25,1,1,3
789,3,5,2023,4,8.2,1,1,3
790,3,5,2023,4,10.5,1,1,3
791,3,5,2023,4,15.58333333,1,1,3
792,3,5,2023,4,14,1,1,3
793,3,5,2023,4,15.7,1,1,3
794,3,5,2023,4,16.75,1,1,3
795,30,4,2023,1,21.5,4,8,3
796,4,5,2023,5,8.8,1,1,3
797,1,5,2023,2,8.783333333,4,8,3
798,2,5,2023,3,20.5,7,9,3
799,3,5,2023,4,7.25,1,1,3
800,4,5,2023,5,17.5,1,1,2
801,3,5,2023,4,20.5,1,1,3
802,4,5,2023,5,23,4,9,3
803,5,5,2023,6,10.25,1,1,3
804,6,5,2023,7,10.96666667,1,1,3
805,28,4,2023,6,15.38333333,1,1,2
806,6,5,2023,7,8.666666667,1,1,3
807,7,5,2023,1,11.5,1,1,2
808,6,5,2023,7,7.083333333,1,1,2
809,8,5,2023,2,4.083333333,4,1,3
810,7,5,2023,1,23.83333333,4,1,3
811,8,5,2023,2,10.66666667,1,8,3
812,8,5,2023,2,19,1,1,3
813,5,5,2023,6,15.01666667,1,9,3
814,5,5,2023,6,15.31666667,1,1,3
815,6,5,2023,7,18.16666667,1,1,3
816,9,5,2023,3,12.53333333,1,1,2
817,5,5,2023,6,17.16666667,1,4,3
818,5,5,2023,6,0.75,5,1,3
819,10,5,2023,4,8.133333333,1,1,3
820,9,5,2023,3,21.5,4,1,3
821,8,5,2023,2,23,4,9,3
822,11,5,2023,5,7.833333333,1,1,3
823,11,5,2023,5,7.5,1,1,3
824,11,5,2023,5,13.03333333,1,1,3
825,11,5,2023,5,15.75,1,1,3
826,11,5,2023,5,17.16666667,1,1,3
827,11,5,2023,5,13.16666667,1,1,3
828,12,5,2023,6,9.85,1,1,3
829,12,5,2023,6,18.31666667,1,1,3
830,10,5,2023,4,15.25,1,1,3
831,12,5,2023,6,20.08333333,1,1,3
832,13,5,2023,7,18.65,1,9,3
833,13,5,2023,7,14.08333333,1,1,3
834,14,5,2023,1,19,1,1,3
835,15,5,2023,2,11.51666667,1,1,3
836,14,5,2023,1,15.16666667,1,1,3
837,15,5,2023,2,19,1,1,3
838,15,5,2023,2,19.75,1,1,3
839,13,5,2023,7,10,1,1,3
840,16,5,2023,3,15.43333333,1,9,3
841,16,5,2023,3,17.3,1,1,3
842,16,5,2023,3,22.91666667,4,1,3
843,16,5,2023,3,10.25,4,1,3
844,17,5,2023,4,7.916666667,1,1,3
845,17,5,2023,4,8.866666667,1,1,3
846,17,5,2023,4,7,1,1,3
847,17,5,2023,4,14.26666667,1,1,3
848,17,5,2023,4,17.31666667,1,1,3
849,17,5,2023,4,18.1,1,1,2
850,17,5,2023,4,18.98333333,1,1,3
851,17,5,2023,4,9.083333333,1,1,3
852,18,5,2023,5,3.983333333,4,1,1
853,14,5,2023,1,13.66666667,1,9,3
854,18,5,2023,5,13.66666667,1,1,3
855,19,5,2023,6,0.666666667,4,1,2
856,18,5,2023,5,17,1,1,3
857,13,5,2023,7,22.5,4,1,3
858,12,5,2023,6,12.75,1,2,3
859,18,5,2023,5,15.66666667,1,9,3
860,18,5,2023,5,16.66666667,1,1,3
861,20,5,2023,7,0.533333333,4,1,3
862,20,5,2023,7,4.916666667,1,1,3
863,20,5,2023,7,9.783333333,1,1,3
864,20,5,2023,7,11.28333333,1,1,2
865,19,5,2023,6,17.05,1,9,3
866,20,5,2023,7,16.83333333,1,2,3
867,20,5,2023,7,17.58333333,1,1,3
868,22,5,2023,2,13.25,1,1,3
869,22,5,2023,2,13.5,1,1,3
870,22,5,2023,2,15,1,1,2
871,21,5,2023,1,19.58333333,1,1,3
872,23,5,2023,3,8.166666667,1,9,3
873,23,5,2023,3,9,1,1,3
874,20,5,2023,7,20.66666667,5,9,3
875,23,5,2023,3,18,1,1,3
876,24,5,2023,4,18.28333333,1,1,3
877,24,5,2023,4,18.25,1,1,3
878,24,5,2023,4,15.58333333,1,1,3
879,24,5,2023,4,19.5,1,1,3
880,24,5,2023,4,22.16666667,4,8,3
881,24,5,2023,4,8.583333333,1,9,3
882,26,4,2023,4,17.41666667,1,1,3
883,25,5,2023,5,11.66666667,1,1,3
884,23,5,2023,3,9.45,1,9,3
885,26,5,2023,6,16.61666667,1,1,3
886,26,5,2023,6,10,1,8,3
887,26,5,2023,6,14.26666667,1,1,3
888,27,5,2023,7,9.566666667,1,1,3
889,27,5,2023,7,9.533333333,1,1,2
890,26,5,2023,6,18.25,1,1,3
891,27,5,2023,7,18.5,1,8,3
892,28,5,2023,1,13.41666667,1,1,3
893,28,5,2023,1,21.43333333,4,9,3
894,29,5,2023,2,19,1,1,3
895,28,5,2023,1,14,1,1,3
896,30,5,2023,3,16.83333333,1,1,3
897,31,5,2023,4,11.4,1,1,2
898,31,5,2023,4,10.5,1,1,2
899,31,5,2023,4,12.63333333,1,1,2
900,31,5,2023,4,14.38333333,1,1,3
901,31,5,2023,4,23,4,1,3
902,1,6,2023,5,12.1,1,1,2
903,31,5,2023,4,17.91666667,1,1,3
904,1,6,2023,5,14.56666667,1,1,3
905,1,6,2023,5,19.36666667,1,1,2
906,1,6,2023,5,18.1,1,1,3
907,26,5,2023,6,14.83333333,1,1,3
908,2,6,2023,6,12.33333333,1,1,3
909,1,6,2023,5,13,1,1,3
910,2,6,2023,6,16.78333333,1,8,3
911,1,6,2023,5,20.38333333,1,1,3
912,3,6,2023,7,5.116666667,1,1,3
913,3,6,2023,7,5,7,9,3
914,1,6,2023,5,14.66666667,1,1,3
915,3,6,2023,7,12.05,1,1,3
916,2,6,2023,6,16.83333333,1,1,3
917,3,6,2023,7,11.9,1,1,3
918,2,6,2023,6,5.2,1,1,3
919,3,6,2023,7,13.91666667,1,1,3
920,3,6,2023,7,20.11666667,1,1,3
921,3,6,2023,7,19.25,1,1,3
922,3,6,2023,7,23.25,7,1,3
923,3,6,2023,7,14.66666667,1,1,3
924,4,6,2023,1,12.13333333,1,1,3
925,4,6,2023,1,11.91666667,1,1,3
926,4,6,2023,1,16.85,1,1,3
927,4,6,2023,1,17.61666667,1,8,3
928,4,6,2023,1,22.06666667,4,1,3
929,4,6,2023,1,17.05,1,1,3
930,30,5,2023,3,4.75,1,1,2
931,2,6,2023,6,13,1,1,3
932,3,6,2023,7,10.18333333,1,1,3
933,3,6,2023,7,15.01666667,1,9,3
934,5,6,2023,2,18.08333333,1,1,2
935,6,6,2023,3,8.083333333,1,1,3
936,6,6,2023,3,12.5,1,1,2
937,6,6,2023,3,14.5,1,1,3
938,6,6,2023,3,20.21666667,1,1,3
939,7,6,2023,4,9.75,1,1,3
940,7,6,2023,4,10.95,1,1,3
941,7,6,2023,4,12.38333333,1,1,2
942,6,6,2023,3,6.25,1,8,3
943,8,6,2023,5,16.76666667,1,1,3
944,6,6,2023,3,15.16666667,1,1,3
945,7,6,2023,4,19.5,1,9,3
946,9,6,2023,6,10,1,1,3
947,8,6,2023,5,14.58333333,1,1,3
948,9,6,2023,6,15.58333333,1,1,3
949,9,6,2023,6,15.36666667,1,1,2
950,8,6,2023,5,19.05,1,1,3
951,8,6,2023,5,19.83333333,1,1,3
952,1,6,2023,5,20.75,4,9,3
953,9,6,2023,6,14.83333333,1,8,3
954,9,6,2023,6,8,1,1,3
955,10,6,2023,7,14.08333333,1,1,3
956,10,6,2023,7,20.5,1,8,2
957,10,6,2023,7,11.25,1,1,3
958,11,6,2023,1,13.78333333,1,1,3
959,11,6,2023,1,20.3,1,1,3
960,12,6,2023,2,12.75,1,1,3
961,7,6,2023,4,18.2,1,1,3
962,12,6,2023,2,13.5,1,1,3
963,12,6,2023,2,8.466666667,1,1,3
964,12,6,2023,2,17,1,1,3
965,10,6,2023,7,18.5,1,9,3
966,12,6,2023,2,17.08333333,1,1,3
967,12,6,2023,2,20.58333333,1,1,3
968,13,6,2023,3,8.866666667,1,1,3
969,12,6,2023,2,18.66666667,1,1,3
970,7,6,2023,4,12,1,1,3
971,13,6,2023,3,19.75,1,1,3
972,14,6,2023,4,8.666666667,1,1,3
973,14,6,2023,4,10.91666667,1,1,2
974,14,6,2023,4,7.666666667,1,1,3
975,13,6,2023,3,11.16666667,1,1,3
976,14,6,2023,4,15.63333333,1,1,3
977,14,6,2023,4,13.01666667,1,9,3
978,16,2,2023,5,19.25,4,1,3
979,11,6,2023,1,22.33333333,4,1,3
980,15,6,2023,5,1.066666667,4,1,3
981,15,6,2023,5,12.75,1,1,3
982,15,6,2023,5,17,1,8,3
983,15,6,2023,5,15.51666667,1,1,3
984,15,6,2023,5,19.88333333,1,1,3
985,16,6,2023,6,9.416666667,1,1,3
986,15,6,2023,5,17.91666667,1,1,3
987,14,6,2023,4,17,1,1,3
988,16,6,2023,6,11.05,1,8,3
989,14,6,2023,4,17.75,1,1,3
990,16,6,2023,6,15.83333333,1,1,3
991,16,6,2023,6,20.4,1,1,2
992,16,6,2023,6,13,1,1,3
993,17,6,2023,7,10.46666667,1,1,3
994,16,6,2023,6,21.6,1,1,3
995,16,6,2023,6,19.1,1,1,3
996,18,6,2023,1,1,4,1,3
997,17,6,2023,7,6.333333333,1,1,3
998,18,6,2023,1,8.666666667,1,1,3
999,18,6,2023,1,13.75,1,1,2
1000,18,6,2023,1,16,1,2,3
1001,18,6,2023,1,17.41666667,1,1,2
1002,18,6,2023,1,17.25,1,2,3
1003,19,6,2023,2,9.416666667,1,1,3
1004,19,6,2023,2,14.33333333,1,1,3
1005,19,6,2023,2,16.75,1,1,2
1006,19,6,2023,2,18.5,1,8,3
1007,19,6,2023,2,18,1,1,2
1008,19,6,2023,2,15.83333333,1,1,3
1009,19,6,2023,2,16.6,1,1,3
1010,18,6,2023,1,19.66666667,1,1,3
1011,20,6,2023,3,14.83333333,1,1,3
1012,19,6,2023,2,15.88333333,1,1,3
1013,21,6,2023,4,18.3,1,1,3
1014,14,6,2023,4,17.21666667,1,1,3
1015,21,6,2023,4,8.916666667,1,1,3
1016,21,6,2023,4,15.66666667,1,1,2
1017,21,6,2023,4,19.23333333,1,1,3
1018,21,6,2023,4,8.983333333,1,8,3
1019,19,6,2023,2,15,1,1,2
1020,22,6,2023,5,17.28333333,1,1,3
1021,22,6,2023,5,19.16666667,1,1,3
1022,18,6,2023,1,5.966666667,1,1,3
1023,23,6,2023,6,3,4,1,3
1024,23,6,2023,6,8.333333333,1,1,3
1025,22,6,2023,5,11.33333333,1,1,3
1026,23,6,2023,6,8.8,1,1,3
1027,23,6,2023,6,12,1,9,3
1028,23,6,2023,6,19.21666667,1,1,3
1029,23,6,2023,6,18.08333333,1,1,3
1030,23,6,2023,6,22.75,4,1,2
1031,24,6,2023,7,10.65,1,1,3
1032,22,6,2023,5,23.38333333,4,1,3
1033,24,6,2023,7,11.93333333,1,1,3
1034,24,6,2023,7,0.683333333,4,1,3
1035,25,6,2023,1,1.3,4,1,3
1036,24,6,2023,7,23.4,1,1,2
1037,24,6,2023,7,22.93333333,6,1,3
1038,22,6,2023,5,15.91666667,1,1,3
1039,25,6,2023,1,13,1,1,3
1040,25,6,2023,1,14.33333333,1,1,3
1041,25,6,2023,1,16.25,1,1,2
1042,25,6,2023,1,18.91666667,1,1,2
1043,22,6,2023,5,20.5,1,1,3
1044,25,6,2023,1,16.33333333,1,8,3
1045,26,6,2023,2,11.16666667,1,1,2
1046,26,6,2023,2,15.65,1,1,3
1047,26,6,2023,2,23.91666667,5,1,3
1048,17,5,2023,4,10.33333333,1,1,3
1049,26,6,2023,2,4.916666667,1,1,3
1050,27,6,2023,3,9.166666667,1,1,3
1051,27,6,2023,3,16.2,1,1,3
1052,27,6,2023,3,9.016666667,1,1,3
1053,23,6,2023,6,4.5,1,8,3
1054,28,6,2023,4,3.416666667,7,9,3
1055,27,6,2023,3,18.46666667,1,9,3
1056,23,6,2023,6,11,1,1,2
1057,28,6,2023,4,12.75,1,1,3
1058,27,6,2023,3,16.33333333,1,9,3
1059,28,6,2023,4,15.13333333,1,1,2
1060,28,6,2023,4,7.983333333,1,1,3
1061,28,6,2023,4,12.06666667,1,1,2
1062,3,6,2023,7,14.75,1,8,3
1063,23,6,2023,6,15,1,1,3
1064,11,6,2023,1,9.666666667,1,1,3
1065,28,6,2023,4,16.16666667,1,1,3
1066,29,6,2023,5,9.416666667,1,2,3
1067,28,6,2023,4,12.33333333,1,1,3
1068,29,6,2023,5,19.13333333,1,1,3
1069,29,6,2023,5,16.36666667,1,1,3
1070,30,6,2023,6,11.5,1,1,3
1071,30,6,2023,6,16.51666667,1,1,3
1072,1,7,2023,7,5,7,1,2
1073,1,7,2023,7,8.916666667,1,1,3
1074,1,7,2023,7,9.5,1,1,3
1075,1,7,2023,7,11.83333333,1,8,3
1076,1,7,2023,7,13.5,1,1,3
1077,1,7,2023,7,20.5,4,1,3
1078,1,7,2023,7,21,1,1,3
1079,2,7,2023,1,1.9,4,1,3
1080,2,7,2023,1,0.016666667,4,1,2
1081,1,7,2023,7,12.16666667,1,1,3
1082,2,7,2023,1,19.18333333,1,1,3
1083,2,7,2023,1,13.5,1,9,3
1084,29,6,2023,5,13.16666667,1,1,3
1085,4,7,2023,3,7.833333333,1,1,3
1086,4,7,2023,3,21.13333333,4,2,2
1087,4,7,2023,3,6.666666667,1,1,2
1088,5,7,2023,4,11,1,1,3
1089,2,7,2023,1,14.83333333,1,1,3
1090,4,7,2023,3,17.75,1,9,3
1091,4,7,2023,3,15.66666667,1,2,3
1092,5,7,2023,4,14.75,1,1,3
1093,5,7,2023,4,18.93333333,1,1,3
1094,5,7,2023,4,13.83333333,1,1,3
1095,5,7,2023,4,11.65,1,1,3
1096,6,7,2023,5,0.666666667,4,1,3
1097,5,7,2023,4,13.53333333,1,9,3
1098,6,7,2023,5,8.083333333,1,1,3
1099,5,7,2023,4,17.41666667,1,1,3
1100,6,7,2023,5,17.25,1,1,3
1101,6,7,2023,5,23.25,4,1,2
1102,6,7,2023,5,11.41666667,1,8,3
1103,7,7,2023,6,19.08333333,1,1,3
1104,5,7,2023,4,17.36666667,1,1,3
1105,7,7,2023,6,17,1,1,3
1106,8,7,2023,7,7,1,1,3
1107,7,7,2023,6,18.91666667,1,1,3
1108,8,7,2023,7,9.583333333,1,1,3
1109,8,7,2023,7,12.26666667,1,1,3
1110,8,7,2023,7,19.66666667,1,2,2
1111,8,7,2023,7,22.1,4,1,2
1112,9,7,2023,1,2.55,4,8,2
1113,9,7,2023,1,1.5,4,1,3
1114,9,7,2023,1,14.91666667,1,1,3
1115,5,7,2023,4,15.5,1,1,3
1116,7,7,2023,6,15.5,1,1,3
1117,10,7,2023,2,15.75,1,1,3
1118,10,7,2023,2,14,1,9,3
1119,10,7,2023,2,17.21666667,1,1,3
1120,10,5,2023,4,17,1,9,3
1121,11,7,2023,3,15.05,1,2,3
1122,11,7,2023,3,17.81666667,1,1,3
1123,11,7,2023,3,18.66666667,1,1,2
1124,11,7,2023,3,15.86666667,1,1,2
1125,11,7,2023,3,17.66666667,1,1,3
1126,11,7,2023,3,17.25,1,1,3
1127,12,7,2023,4,11.83333333,1,1,3
1128,12,7,2023,4,9.633333333,1,1,2
1129,13,7,2023,5,9.166666667,1,9,3
1130,11,7,2023,3,8.966666667,1,1,3
1131,13,7,2023,5,8.5,1,1,3
1132,14,7,2023,6,8.866666667,1,1,3
1133,13,7,2023,5,13.16666667,1,9,3
1134,14,7,2023,6,12.78333333,1,2,3
1135,14,7,2023,6,15.46666667,1,2,3
1136,14,7,2023,6,17.21666667,1,2,3
1137,14,7,2023,6,16.41666667,1,2,3
1138,14,7,2023,6,22.11666667,4,2,3
1139,14,7,2023,6,19.33333333,1,2,3
1140,15,7,2023,7,12,1,1,3
1141,15,7,2023,7,9.883333333,1,1,3
1142,15,7,2023,7,15,1,1,2
1143,12,7,2023,4,9,1,9,3
1144,17,7,2023,2,7.083333333,1,4,3
1145,17,7,2023,2,15.03333333,1,1,2
1146,16,7,2023,1,9.95,1,1,3
1147,17,7,2023,2,17.41666667,1,1,3
1148,17,7,2023,2,23.66666667,4,1,3
1149,17,7,2023,2,22.66666667,4,1,3
1150,17,7,2023,2,9.866666667,1,5,3
1151,18,7,2023,3,10.21666667,1,1,3
1152,16,7,2023,1,14,1,9,3
1153,18,7,2023,3,10.36666667,1,1,3
1154,18,7,2023,3,13.45,1,1,2
1155,17,7,2023,2,23,4,1,3
1156,18,7,2023,3,17.66666667,1,1,3
1157,18,7,2023,3,14,1,1,3
1158,18,7,2023,3,20.75,1,1,3
1159,18,7,2023,3,21.75,4,1,3
1160,18,7,2023,3,15,1,9,3
1161,15,7,2023,7,21.5,7,9,3
1162,19,7,2023,4,8.883333333,1,2,3
1163,18,7,2023,3,18.25,1,1,3
1164,19,7,2023,4,17.58333333,1,1,3
1165,19,7,2023,4,7.916666667,1,1,3
1166,20,7,2023,5,13.66666667,1,1,3
1167,20,7,2023,5,16.08333333,1,1,3
1168,20,7,2023,5,23,4,1,3
1169,21,7,2023,6,20.25,1,1,2
1170,21,7,2023,6,15.81666667,1,1,3
1171,22,7,2023,7,10.66666667,1,1,2
1172,22,7,2023,7,14.83333333,1,2,3
1173,21,7,2023,6,12.33333333,1,8,3
1174,22,7,2023,7,18.41666667,1,2,3
1175,23,7,2023,1,3.25,4,2,2
1176,23,7,2023,1,19.83333333,1,1,3
1177,4,7,2023,3,1.35,4,1,3
1178,24,7,2023,2,10.5,1,1,3
1179,24,7,2023,2,12.5,1,1,3
1180,12,7,2023,4,8.1,1,9,3
1181,24,7,2023,2,15.41666667,1,1,2
1182,24,7,2023,2,18.5,1,2,3
1183,25,7,2023,3,8.833333333,1,1,3
1184,24,7,2023,2,13.66666667,1,1,3
1185,25,7,2023,3,19.33333333,1,1,3
1186,25,7,2023,3,18.38333333,1,1,3
1187,25,7,2023,3,17.83333333,1,1,3
1188,26,7,2023,4,6,1,1,3
1189,21,7,2023,6,16.5,1,1,3
1190,26,7,2023,4,18.66666667,1,2,2
1191,26,7,2023,4,22.8,4,2,3
1192,26,7,2023,4,21.16666667,4,2,3
1193,20,7,2023,5,0.033333333,7,9,2
1194,27,7,2023,5,10.65,1,9,3
1195,27,7,2023,5,17.16666667,1,1,2
1196,21,7,2023,6,21.78333333,4,1,3
1197,21,7,2023,6,11.75,1,1,3
1198,28,7,2023,6,17.33333333,1,1,2
1199,29,7,2023,7,4.7,1,1,3
1200,27,7,2023,5,12.5,1,9,3
1201,29,7,2023,7,13.25,1,1,3
1202,30,7,2023,1,19.31666667,1,2,3
1203,28,7,2023,6,14.5,1,9,3
1204,28,7,2023,6,19.5,1,1,3
1205,31,7,2023,2,11.33333333,1,4,3
1206,29,7,2023,7,11.16666667,1,9,3
1207,31,7,2023,2,18.08333333,1,1,3
1208,25,7,2023,3,18.75,1,1,2
1209,29,7,2023,7,20.16666667,1,1,2
1210,18,2,2023,7,12.75,1,8,3
1211,29,7,2023,7,16.5,1,1,3
1212,16,6,2023,6,16.41666667,1,1,3
1213,1,8,2023,3,14.36666667,1,1,2
1214,31,7,2023,2,18.01666667,1,9,3
1215,2,8,2023,4,9,1,1,3
1216,1,8,2023,3,10,1,9,3
1217,1,8,2023,3,15.5,1,9,3
1218,3,8,2023,5,13.08333333,1,1,3
1219,2,8,2023,4,11.5,1,9,3
1220,3,8,2023,5,19.15,1,1,3
1221,3,8,2023,5,16.96666667,1,1,2
1222,3,8,2023,5,18.5,1,1,3
1223,3,8,2023,5,19.13333333,1,1,3
1224,4,8,2023,6,10.5,1,8,3
1225,3,8,2023,5,13.46666667,1,1,3
1226,29,7,2023,7,4.5,4,2,3
1227,4,8,2023,6,17.2,1,1,3
1228,4,8,2023,6,22.5,4,1,3
1229,5,8,2023,7,21.01666667,4,2,3
1230,5,8,2023,7,17.03333333,1,2,3
1231,6,8,2023,1,9.416666667,1,1,2
1232,5,8,2023,7,12,1,5,3
1233,6,8,2023,1,15.85,1,1,3
1234,6,8,2023,1,19.41666667,1,1,3
1235,7,8,2023,2,8,1,1,3
1236,7,8,2023,2,12.5,1,1,3
1237,7,8,2023,2,17.5,1,8,2
1238,8,8,2023,3,18.18333333,1,1,3
1239,9,8,2023,4,9.916666667,1,1,3
1240,9,8,2023,4,18.5,1,1,3
1241,9,8,2023,4,18.18333333,1,1,3
1242,9,8,2023,4,7.916666667,1,1,3
1243,9,8,2023,4,13.75,1,9,3
1244,9,8,2023,4,21.25,7,1,3
1245,11,8,2023,6,13.33333333,1,1,3
1246,12,8,2023,7,3.666666667,4,1,3
1247,11,8,2023,6,15.5,1,9,3
1248,11,8,2023,6,22.25,1,9,3
1249,13,8,2023,1,4.833333333,4,1,3
1250,13,8,2023,1,6.583333333,1,1,3
1251,12,8,2023,7,12,1,1,3
1252,12,8,2023,7,12,1,1,3
1253,13,8,2023,1,15.7,1,1,3
1254,10,8,2023,5,9.65,1,1,3
1255,14,8,2023,2,6.333333333,1,1,3
1256,14,8,2023,2,12.86666667,1,1,3
1257,14,8,2023,2,12.1,1,2,3
1258,14,8,2023,2,17.88333333,1,1,3
1259,15,8,2023,3,6.75,1,1,3
1260,15,8,2023,3,12.75,1,1,2
